iter	RMSE
209	23.78189653
210	23.66415427
211	23.51185475
212	23.38742086
213	23.22324118
214	23.07186422
215	22.93087231
216	22.78954968
217	22.66296775
218	22.5264734
219	22.38206673
220	22.23657468
221	22.11313205
222	21.9733762
223	21.83536137
224	21.72036407
225	21.55343538
226	21.41317551
227	21.30401364
228	21.17749475
229	21.05665014
230	20.93607185
231	20.81701133
232	20.68613913
233	20.56937758
234	20.45320356
235	20.33700742
236	20.20292766
237	20.11928967
238	20.03590633
239	19.9240667
240	19.7985403
241	19.70701969
242	19.60782659
243	19.49615382
244	19.36377178
245	19.2681438
246	19.15366056
247	19.07113417
248	18.9582086
249	18.85169895
250	18.73721528
251	18.65106547
252	18.52688629
253	18.44981481
254	18.37342169
255	18.2664848
256	18.21146338
257	18.16361729
258	18.08781306
259	17.98460708
260	17.93538771
261	17.89037705
262	17.83524839
263	17.77761899
264	17.73614765
265	17.69172339
266	17.61096886
267	17.55876783
268	17.45894488
269	17.4146105
270	17.3631267
271	17.29904891
272	17.25412439
273	17.20500499
274	17.16799311
275	17.12690411
276	17.07971386
277	17.03340799
278	16.99027332
279	16.94228595
280	16.89518899
281	16.86298303
282	16.8105936
283	16.77780729
284	16.74375828
285	16.70150312
286	16.66691441
287	16.62256624
288	16.58375813
289	16.54207562
290	16.51078184
291	16.47804541
292	16.43871968
293	16.40222252
294	16.36954329
295	16.33816108
296	16.30096536
297	16.26970459
298	16.23795692
299	16.20397618
300	16.17461861
301	16.14568376
302	16.11265977
303	16.08433104
304	16.05020751
305	16.02402458
306	15.99815006
307	15.97100659
308	15.94032526
309	15.91134203
310	15.87742049
311	15.85268929
312	15.8265969
313	15.7957994
314	15.76343269
315	15.73541721
316	15.70573749
317	15.68121186
318	15.65885681
319	15.63219007
320	15.60590449
321	15.58300301
322	15.55528032
323	15.52823056
324	15.50539591
325	15.48314421
326	15.40351899
327	15.38140397
328	15.30305545
329	15.22523311
330	15.20537545
331	15.18432401
332	15.10736282
333	15.08251793
334	15.01590978
335	14.99362723
336	14.93595654
337	14.87090567
338	14.81175585
339	14.73914055
340	14.6837696
341	14.61252808
342	14.59154708
343	14.57269171
344	14.51734622
345	14.46390207
346	14.4455633
347	14.39279449
348	14.3405681
349	14.32307831
350	14.27151288
351	14.22047802
352	14.20308354
353	14.15269195
354	14.10156015
355	14.0522035
356	14.00212113
357	13.95256677
358	13.93601248
359	13.88710559
360	13.87088895
361	13.82261948
362	13.80673309
363	13.70931538
364	13.61385495
365	13.53473969
366	13.51973097
367	13.50491221
368	13.48992172
369	13.47547356
370	13.42969802
371	13.3383363
372	13.32392948
373	13.30970833
374	13.23412982
375	13.22024107
376	13.20645768
377	13.13229526
378	13.1188102
379	13.03209587
380	13.01884231
381	12.94720324
382	12.93417115
383	12.921307
384	12.90860866
385	12.82498915
386	12.81250691
387	12.80018537
388	12.7880225
389	12.74625669
390	12.67758398
391	12.61349997
392	12.5972521
393	12.58128697
394	12.56559883
395	12.52516898
396	12.48515521
397	12.44555381
398	12.37428764
399	12.35928484
400	12.34454113
401	12.33005126
402	12.29133076
403	12.25301106
404	12.21508856
405	12.14461803
406	12.13072631
407	12.09356333
408	12.02475199
409	12.01132318
410	11.97490519
411	11.93886671
412	11.90320431
413	11.83660666
414	11.82372934
415	11.81107207
416	11.76816267
417	11.75570253
418	11.74345441
419	11.73213362
420	11.68970479
421	11.67776213
422	11.63584386
423	11.62474711
424	11.61379696
425	11.57235826
426	11.5608051
427	11.54944885
428	11.50848059
429	11.49785495
430	11.48596607
431	11.4454633
432	11.43506237
433	11.36750154
434	11.3573216
435	11.34727554
436	11.30761962
437	11.24731916
438	11.236919
439	11.22669537
440	11.21664471
441	11.17776191
442	11.16819094
443	11.15754587
444	11.11909229
445	11.08773262
446	11.07840939
447	11.06920827
448	11.04933406
449	11.01147794
450	10.98098243
451	10.97203413
452	10.95260709
453	10.94388102
454	10.90660387
455	10.8503593
456	10.82098346
457	10.81143759
458	10.78258238
459	10.76386665
460	10.74547511
461	10.7372797
462	10.71930275
463	10.71130927
464	10.69373736
465	10.63046916
466	10.56814828
467	10.50675955
468	10.44628807
469	10.4386813
470	10.379158
471	10.32052248
472	10.26276059
473	10.20585842
474	10.16202272
475	10.15460862
476	10.14731397
477	10.10416957
478	10.09701998
479	10.05452236
480	10.04751373
481	10.04056396
482	9.998727492
483	9.991925366
484	9.97629263
485	9.935107957
486	9.922006473
487	9.881418005
488	9.874917612
489	9.859747877
490	9.827252048
491	9.812329639
492	9.797661701
493	9.765505223
494	9.751074117
495	9.736888567
496	9.730951097
497	9.699118075
498	9.685248914
499	9.671615513
500	9.640313688
501	9.62690567
502	9.613725141
503	9.582837623
504	9.56987313
505	9.550892513
506	9.538217186
507	9.519825595
508	9.501481129
509	9.483653116
510	9.466284424
511	9.448574982
512	9.431737295
513	9.419716711
514	9.389818655
515	9.372841258
516	9.356509579
517	9.340595394
518	9.324206307
519	9.30877773
520	9.292877317
521	9.277919114
522	9.266408534
523	9.251066979
524	9.236528053
525	9.221642674
526	9.207547287
527	9.193807748
528	9.179438011
529	9.166116535
530	9.136952937
531	9.098190379
532	9.084388191
533	9.070923721
534	9.057787196
535	9.032550502
536	9.019713189
537	9.007185996
538	8.961587195
539	8.949419739
540	8.937542303
541	8.902563763
542	8.85817468
543	8.846649671
544	8.819539995
545	8.776401032
546	8.748682791
547	8.709333284
548	8.685163464
549	8.643760565
550	8.616694539
551	8.578847122
552	8.547212026
553	8.510242097
554	8.484016709
555	8.445343836
556	8.419624811
557	8.395945458
558	8.366940982
559	8.343546915
560	8.314352206
561	8.291245308
562	8.263325045
563	8.253286136
564	8.230458106
565	8.1960473
566	8.168659338
567	8.141588805
568	8.131981128
569	8.109348277
570	8.087017599
571	8.065930305
572	8.039187917
573	8.018217847
574	7.99172988
575	7.970977148
576	7.950388292
577	7.924196768
578	7.903686425
579	7.884202918
580	7.858288332
581	7.838028292
582	7.812358414
583	7.792308551
584	7.783360813
585	7.763571576
586	7.744595481
587	7.72509757
588	7.706463083
589	7.681049595
590	7.661786534
591	7.643513898
592	7.618366442
593	7.599334547
594	7.580549955
595	7.5626619
596	7.537725905
597	7.519165424
598	7.501621911
599	7.47694551
600	7.458605659
601	7.434159556
602	7.416008532
603	7.39885557
604	7.380968785
605	7.366906236
606	7.342724479
607	7.318816957
608	7.301025596
609	7.283465904
610	7.269632094
611	7.245956095
612	7.23020089
613	7.212747508
614	7.196277621
615	7.17302521
616	7.155776619
617	7.142312051
618	7.119328923
619	7.102219087
620	7.087145185
621	7.072455994
622	7.059254815
623	7.042258294
624	7.029193166
625	7.006811991
626	6.992682242
627	6.975786055
628	6.962938471
629	6.949160691
630	6.933544065
631	6.917841931
632	6.902332566
633	6.889714473
634	6.867854758
635	6.852445852
636	6.840008131
637	6.818384948
638	6.803075974
639	6.790815493
640	6.769425613
641	6.75963047
642	6.746610796
643	6.73712747
644	6.722243133
645	6.708974958
646	6.688001151
647	6.676140809
648	6.655440402
649	6.642236565
650	6.621725711
651	6.611095294
652	6.594010858
653	6.580897013
654	6.569345323
655	6.550617723
656	6.539181621
657	6.520625692
658	6.507632605
659	6.496291948
660	6.477909633
661	6.466682423
662	6.448468868
663	6.435593925
664	6.424460123
665	6.406416863
666	6.393673853
667	6.382632572
668	6.364757831
669	6.353826975
670	6.336116665
671	6.323487231
672	6.312646968
673	6.295101993
674	6.284370165
675	6.266986872
676	6.254468734
677	6.243825639
678	6.226604576
679	6.216067981
680	6.199005909
681	6.18659689
682	6.175038694
683	6.156392775
684	6.139607476
685	6.127284809
686	6.115102323
687	6.104734637
688	6.090700484
689	6.074548146
690	6.062442587
691	6.048582122
692	6.036592667
693	6.020580446
694	6.01113596
695	5.999997273
696	5.990699169
697	5.979686422
698	5.963972424
699	5.952044559
700	5.941166839
701	5.925600069
702	5.916540406
703	5.905785697
704	5.888214043
705	5.876441554
706	5.858909563
707	5.847237104
708	5.836619959
709	5.821378667
710	5.804239547
711	5.792733639
712	5.78221733
713	5.767144584
714	5.750338923
715	5.738996857
716	5.728579981
717	5.71367207
718	5.698923861
719	5.687643991
720	5.677350726
721	5.662736932
722	5.651540604
723	5.635237003
724	5.625039948
725	5.610583214
726	5.596256762
727	5.58616291
728	5.571878152
729	5.557720185
730	5.541765271
731	5.519810074
732	5.509763604
733	5.494057543
734	5.472442779
735	5.457007496
736	5.435756151
737	5.433028215
738	5.423015832
739	5.407847777
740	5.386915827
741	5.37201021
742	5.351430805
743	5.3311621
744	5.32850174
745	5.313916642
746	5.30388299
747	5.283918711
748	5.281317463
749	5.26732866
750	5.247689208
751	5.233936795
752	5.228598273
753	5.209269721
754	5.190233642
755	5.187729187
756	5.18245786
757	5.172980281
758	5.160232155
759	5.150247732
760	5.13765089
761	5.125197793
762	5.115359025
763	5.10305328
764	5.097852049
765	5.085669528
766	5.07601123
767	5.063972641
768	5.052071472
769	5.046931872
770	5.028604217
771	5.016887866
772	5.007382675
773	4.995804483
774	4.98246903
775	4.977413658
776	4.959477983
777	4.948081898
778	4.938700656
779	4.927438901
780	4.909868118
781	4.896798736
782	4.88572976
783	4.880725671
784	4.863494474
785	4.842659896
786	4.837685243
787	4.817154822
788	4.796950407
789	4.791994779
790	4.77208539
791	4.762740324
792	4.743115755
793	4.723803079
794	4.704797543
795	4.696943056
796	4.678210582
797	4.659776172
798	4.651967683
799	4.63379805
800	4.615917671
801	4.608155708
802	4.59053208
803	4.573189152
804	4.565474237
805	4.548380282
806	4.531558724
807	4.523891368
808	4.507311242
809	4.499718278
810	4.483376097
811	4.467294427
812	4.459749271
813	4.443898347
814	4.428300222
815	4.420803359
816	4.405428997
817	4.398005609
818	4.38285179
819	4.373219252
820	4.365866852
821	4.357092343
822	4.344866872
823	4.336107768
824	4.326674383
825	4.319569396
826	4.304854585
827	4.296264946
828	4.287016553
829	4.27443947
830	4.267460863
831	4.255756657
832	4.243356337
833	4.234896592
834	4.222651267
835	4.210583783
836	4.202183663
837	4.1902667
838	4.181950688
839	4.172961647
840	4.161897256
841	4.150983044
842	4.142041703
843	4.135254578
844	4.128556502
845	4.114442795
846	4.105675764
847	4.099041425
848	4.088186682
849	4.074371972
850	4.067785715
851	4.054172112
852	4.045626577
853	4.037591192
854	4.026855326
855	4.018371096
856	4.007754947
857	4.001259072
858	3.992843117
859	3.985366269
860	3.974853723
861	3.964482381
862	3.9560941
863	3.948695687
864	3.938440977
865	3.931134501
866	3.922781279
867	3.912641171
868	3.905408001
869	3.897106955
870	3.889944573
871	3.879918512
872	3.870026007
873	3.861752608
874	3.854662638
875	3.844878734
876	3.837875601
877	3.829637119
878	3.822702082
879	3.813025627
880	3.804838818
881	3.797971749
882	3.788400133
883	3.780264676
884	3.773464575
885	3.763996109
886	3.755895013
887	3.741574324
888	3.734145929
889	3.724748487
890	3.715474482
891	3.708844086
892	3.699691529
893	3.693140903
894	3.684107865
895	3.676026041
896	3.669537953
897	3.660599561
898	3.652648745
899	3.646231622
900	3.637387244
901	3.629385609
902	3.615634929
903	3.60858663
904	3.601436483
905	3.592724403
906	3.585810047
907	3.57728035
908	3.570988985
909	3.562569435
910	3.555857185
911	3.547614205
912	3.541385463
913	3.533365705
914	3.526770136
915	3.518677549
916	3.512495752
917	3.504513103
918	3.49803212
919	3.490087096
920	3.476653217
921	3.47054208
922	3.464421059
923	3.458366628
924	3.451411998
925	3.443659722
926	3.437467547
927	3.429878347
928	3.421905523
929	3.4158785
930	3.408366405
931	3.400444448
932	3.394587443
933	3.388603784
934	3.382799064
935	3.37492263
936	3.36187815
937	3.356161919
938	3.349339055
939	3.343674792
940	3.336045271
941	3.32927767
942	3.323408984
943	3.315959708
944	3.309245625
945	3.30347961
946	3.297779392
947	3.28494542
948	3.279292479
949	3.272600329
950	3.265379003
951	3.259824269
952	3.253237729
953	3.246186873
954	3.240728843
955	3.234195497
956	3.226342063
957	3.22092613
958	3.214071534
959	3.201512906
960	3.196185789
961	3.189661016
962	3.184382392
963	3.179163865
964	3.172746745
965	3.166100273
966	3.160972163
967	3.1546079
968	3.146804816
969	3.140300386
970	3.13525283
971	3.122972284
972	3.117965937
973	3.111610924
974	3.106650229
975	3.10035604
976	3.094103834
977	3.089228727
978	3.081530295
979	3.075281673
980	3.069107079
981	3.061472409
982	3.056664597
983	3.050805363
984	3.043236698
985	3.03846645
986	3.026591956
987	3.014533071
988	3.0085215
989	3.002626561
990	2.996812257
991	2.992192038
992	2.984761934
993	2.979011936
994	2.971653576
995	2.965856441
996	2.960165148
997	2.952864436
998	2.945640068
999	2.941058704
008261
12112577
996	0.7091579243
997	0.707120528
998	0.704864458
999	0.7028585447
